parent_id	child_id	parent_index	child_index	relative_root_seconds	parent_lag_seconds	edge_weight
3453646882841201	3453956896560718	0	521	73913	73913	73913
3453857399336222	3453957844412977	63	522	74137	23946	74137
3453646882841201	3453957877606494	0	523	74146	74146	74146
3453905990355865	3453959110800695	407	524	74438	12664	74438
3453905990355865	3453959174192887	407	525	74454	12680	74454
3453865661802529	3453960104449969	147	526	74676	22517	74676
3453646882841201	3453960348189079	0	527	74735	74735	74735
3453920045476590	3453961426526350	456	528	74992	9867	74992
3453961426526350	3453961867030593	528	529	75094	102	75094
3453905990355865	3453962139262881	407	530	75159	13385	75159
3453646882841201	3453963913276428	0	531	75585	75585	75585
3453893302477709	3453966178062263	304	532	76125	17375	76125
3453894522765782	3453967143116123	313	533	76353	17312	76353
3453646882841201	3453968225496974	0	534	76612	76612	76612
3453858913541687	3453969256976086	84	535	76858	26307	76858
3453905990355865	3453969395269840	407	536	76892	15118	76892
3453854706395764	3453971274609866	21	537	77340	27792	77340
3453646882841201	3453972658846333	0	538	77670	77670	77670
3453942400397452	3453973422034736	504	539	77852	7397	77852
3453862688468761	3453974982382508	120	540	78224	26773	78224
3453900889536868	3453978677685820	360	541	79103	18544	79103
3453853842614109	3453978823852513	7	542	79140	29798	79140
3453905990355865	3453979021694108	407	543	79188	17414	79188
3453880073411686	3453980107577593	248	544	79445	23850	79445
3453646882841201	3453980183341235	0	545	79464	79464	79464
3453948709414749	3453981143163650	516	546	79693	7735	79693
3453646882841201	3453981156359241	0	547	79696	79696	79696
3453646882841201	3453981534107085	0	548	79785	79785	79785
3453865229766222	3453987540051066	139	549	81216	29159	81216
3453646882841201	3453989272647731	0	550	81629	81629	81629
3453646882841201	3453989780002496	0	551	81751	81751	81751
3453989780002496	3453991075768690	551	552	82062	311	82062
3453646882841201	3453992086539187	0	553	82299	82299	82299
3453646882841201	3453992502155808	0	554	82401	82401	82401
3453969395269840	3453993257029363	536	555	82581	5689	82581
3453987540051066	3453993709802157	549	556	82689	1473	82689
3453646882841201	3453994393134774	0	557	82852	82852	82852
3453994393134774	3453995035211770	557	558	83005	153	83005
3453993257029363	3453995056187559	555	559	83010	429	83010
3453905990355865	3453995429556821	407	560	83097	21323	83097
3453646882841201	3453997639431410	0	561	83625	83625	83625
3453646882841201	3453997929707142	0	562	83693	83693	83693
3453646882841201	3454000475302912	0	563	84300	84300	84300
3453646882841201	3454005302320712	0	564	85451	85451	85451
3453646882841201	3454006678130179	0	565	85781	85781	85781
3454006678130179	3454006992927830	565	566	85856	75	85856
3454006678130179	3454007114569915	565	567	85885	104	85885
3453906195931669	3454008276571678	409	568	86161	24337	86161
3454006678130179	3454008397892149	565	569	86192	411	86192
3453646882841201	3454008734065316	0	570	86271	86271	86271
3454006678130179	3454009643408009	565	571	86487	706	86487
3453905990355865	3454010881300197	407	572	86780	25006	86780
3453646882841201	3454011024178926	0	573	86814	86814	86814
3453646882841201	3454011438881430	0	574	86916	86916	86916
3454008276571678	3454011443075885	568	575	86917	756	86917
3453991075768690	3454012797915728	552	576	87241	5179	87241
3454011024178926	3454013658315500	573	577	87444	630	87444
3453646882841201	3454014085696173	0	578	87547	87547	87547
3454011438881430	3454015285581519	574	579	87833	917	87833
3453646882841201	3454019069011731	0	580	88735	88735	88735
3453646882841201	3454019223451910	0	581	88772	88772	88772
3454019223451910	3454019760145206	581	582	88900	128	88900
3453646882841201	3454020310219119	0	583	89029	89029	89029
3453646882841201	3454021169515615	0	584	89236	89236	89236
3453646882841201	3454023376370389	0	585	89762	89762	89762
3453992086539187	3454024429159030	553	586	90011	7712	90011
3453646882841201	3454024622148526	0	587	90058	90058	90058
3454024622148526	3454025842305554	587	588	90350	292	90350
3453646882841201	3454026366918264	0	589	90473	90473	90473
3453646882841201	3454028413760180	0	590	90963	90963	90963
3453646882841201	3454031986754705	0	591	91815	91815	91815
3453646882841201	3454032217678868	0	592	91867	91867	91867
3453646882841201	3454032465205807	0	593	91929	91929	91929
3454032217678868	3454034625636566	592	594	92443	576	92443
3454008276571678	3454036534066711	568	595	92897	6736	92897
3454031986754705	3454037665760470	591	596	93169	1354	93169
3453905990355865	3454038500864641	407	597	93365	31591	93365
3453997929707142	3454039746242479	562	598	93665	9972	93665
3453646882841201	3454040794897587	0	599	93914	93914	93914
3453943059123771	3454044662536931	506	600	94837	24226	94837
3453894522765782	3454049476990812	313	601	95985	36944	95985
3453995056187559	3454050747744657	559	602	96288	13278	96288
3453646882841201	3454051435663104	0	603	96452	96452	96452
3453646882841201	3454051495034424	0	604	96464	96464	96464
3454008276571678	3454052216313654	568	605	96636	10475	96636
3453905990355865	3454057530681028	407	606	97905	36131	97905
3453892551906187	3454059933403009	297	607	98478	39907	98478
3453646882841201	3454061062194877	0	608	98747	98747	98747
3453646882841201	3454062760594545	0	609	99152	99152	99152
3453646882841201	3454063318613310	0	610	99285	99285	99285
3453866517658166	3454063553077736	155	611	99340	46976	99340
3453646882841201	3454066627872226	0	612	100074	100074	100074
3453646882841201	3454067273721060	0	613	100228	100228	100228
3453646882841201	3454068296880521	0	614	100473	100473	100473
3453646882841201	3454069912358400	0	615	100856	100856	100856
3454066627872226	3454070260322734	612	616	100940	866	100940
3453646882841201	3454071010818857	0	617	101117	101117	101117
3453646882841201	3454071853593345	0	618	101320	101320	101320
3454063318613310	3454073212859769	610	619	101644	2359	101644
3453880073411686	3454073347377003	248	620	101676	46081	101676
3454066627872226	3454073666222651	612	621	101752	1678	101752
3453905990355865	3454078078582395	407	622	102801	41027	102801
3454068296880521	3454078988671038	614	623	103020	2547	103020
3453892706760674	3454086273471629	299	624	104759	46152	104759
3453646882841201	3454093235940437	0	625	106418	106418	106418
3453646882841201	3454102455709330	0	626	108616	108616	108616
3453892706760674	3454106998105399	299	627	109699	51092	109699
3454063318613310	3454107929533467	610	628	109921	10636	109921
3453646882841201	3454115453611877	0	629	111714	111714	111714
3453646882841201	3454142393668298	0	630	118137	118137	118137
3453646882841201	3454162857460727	0	631	123017	123017	123017
3454010881300197	3454194465505394	572	632	130552	43772	130552
3453646882841201	3454196135136099	0	633	130950	130950	130950
3454012797915728	3454203034754071	576	634	132596	45355	132596
3453646882841201	3454211020883136	0	635	134500	134500	134500
3453646882841201	3454218800890675	0	636	136356	136356	136356
3453646882841201	3454219833517426	0	637	136601	136601	136601
3454219833517426	3454220311507992	637	638	136715	114	136715
3454220311507992	3454220525462878	638	639	136765	50	136765
3453646882841201	3454222802630998	0	640	137309	137309	137309
3454073212859769	3454224765705357	619	641	137777	36133	137777
3453646882841201	3454234986771828	0	642	140214	140214	140214
3453646882841201	3454237046688629	0	643	140704	140704	140704
3453646882841201	3454238695143649	0	644	141098	141098	141098
3453646882841201	3454240091915673	0	645	141431	141431	141431
3453646882841201	3454244835444933	0	646	142562	142562	142562
3453948709414749	3454249164319057	516	647	143594	71636	143594
3453646882841201	3454249264744145	0	648	143617	143617	143617
3453646882841201	3454267530866386	0	649	147973	147973	147973
3453881810121436	3454290876531849	257	650	153539	97530	153539
3453646882841201	3454301240487968	0	651	156010	156010	156010
3453880073411686	3454304084353164	248	652	156688	101093	156688
3453646882841201	3454305095032114	0	653	156929	156929	156929
3453893365080041	3454308550585794	305	654	157753	98988	157753
3453646882841201	3454318507829376	0	655	160127	160127	160127
3453646882841201	3454324674298219	0	656	161597	161597	161597
3453892706760674	3454333217949163	299	657	163634	105027	163634
3453646882841201	3454339912032918	0	658	165230	165230	165230
3453646882841201	3454368973642055	0	659	172159	172159	172159
3453646882841201	3454393607571667	0	660	178030	178030	178030
3453858913541687	3454410825051800	84	661	182136	131585	182136
3454410825051800	3454415472450520	661	662	183246	1110	183246
3453646882841201	3454416071678932	0	663	183388	183388	183388
3453646882841201	3454418126769628	0	664	183875	183875	183875
3453646882841201	3454421268538793	0	665	184627	184627	184627
3454421268538793	3454427815758552	665	666	186184	1557	186184
3454427815758552	3454429073837832	666	667	186488	304	186488
3453646882841201	3454429980702231	0	668	186703	186703	186703
3453926944992202	3454432194961212	468	669	187232	120460	187232
3454037665760470	3454432412436920	596	670	187285	94116	187285
3453646882841201	3454435134980906	0	671	187930	187930	187930
3453646882841201	3454464701012911	0	672	194982	194982	194982
3454432412436920	3454465966901488	670	673	195284	7999	195284
3453646882841201	3454493456981096	0	674	201838	201838	201838
3454493456981096	3454494094767338	674	675	201990	152	201990
3454494094767338	3454501086813115	675	676	203657	1667	203657
3454494094767338	3454527962930432	675	677	210064	8074	210064
3453939167003729	3454548486585037	498	678	214957	145273	214957
3453934545017137	3454579183948238	488	679	222276	153692	222276
3453646882841201	3454603830156560	0	680	228152	228152	228152
3453646882841201	3454611673809959	0	681	230021	230021	230021
3453646882841201	3454633685244343	0	682	235271	235271	235271
3454579183948238	3454634972949762	679	683	235578	13302	235578
3454008397892149	3454653276621109	569	684	239940	153748	239940
3454579183948238	3454662617602237	679	685	242169	19893	242169
3454010881300197	3454665566328397	572	686	242871	156091	242871
3453646882841201	3454694309731846	0	687	249723	249723	249723
3453946334594722	3454760810665592	513	688	265578	194186	265578
3453912319619913	3454785364085389	430	689	271434	208151	271434
3453646882841201	3454823783778520	0	690	280594	280594	280594
3453646882841201	3454930716738975	0	691	306090	306090	306090
3453646882841201	3454943665264347	0	692	309174	309174	309174
3453646882841201	3454951809945151	0	693	311118	311118	311118
3453881810121436	3454967916839618	257	694	314958	258949	314958
3453646882841201	3454985289637521	0	695	319100	319100	319100
3453646882841201	3455086271863673	0	696	343174	343174	343174
3453646882841201	3455138838908307	0	697	355708	355708	355708
3453646882841201	3455139987850613	0	698	355982	355982	355982
3453646882841201	3455304191174471	0	699	395132	395132	395132
3453646882841201	3455304253762609	0	700	395147	395147	395147
3453646882841201	3455323124165631	0	701	399644	399644	399644
3453892706760674	3455340371140780	299	702	403758	345151	403758
3453892706760674	3455348281013253	299	703	405644	347037	405644
3455348281013253	3455355185450888	703	704	407288	1644	407288
3455355185450888	3455356699411853	704	705	407651	363	407651
3454304084353164	3455379515664656	652	706	413090	256402	413090
3455086271863673	3455477771748259	696	707	436517	93343	436517
3453646882841201	3455477838657513	0	708	436534	436534	436534
3453900889536868	3455777148376847	360	709	507894	447335	507894
3453646882841201	3455849328420768	0	710	525104	525104	525104
3453646882841201	3455855904972028	0	711	526670	526670	526670
3453892706760674	3456186244756501	299	712	605429	546822	605429
3453646882841201	3456195702717473	0	713	607685	607685	607685
3453646882841201	3456204317767901	0	714	609737	609737	609737
3456186244756501	3456395271683476	712	715	655264	49835	655264
3456395271683476	3456511592548121	715	716	683000	27736	683000
3453646882841201	3456539266874899	0	717	689596	689596	689596
3453646882841201	3456586573897089	0	718	700876	700876	700876
3456586573897089	3456745324196610	718	719	738725	37849	738725
3453646882841201	3456851225763489	0	720	763974	763974	763974
3453900889536868	3457909062935075	360	721	1016181	955622	1016181
3457909062935075	3457909381653538	721	722	1016258	77	1016258
3457909381653538	3457910128977679	722	723	1016435	177	1016435
3457910128977679	3457913865281875	723	724	1017325	890	1017325
3453646882841201	3457914565826725	0	725	1017495	1017495	1017495
3453900889536868	3457914590993575	360	726	1017500	956941	1017500
3457914590993575	3457914746119441	726	727	1017535	35	1017535
3457914590993575	3457914822011699	726	728	1017554	54	1017554
3457914590993575	3457914822304205	726	729	1017556	56	1017556
3457914590993575	3457915225043280	726	730	1017651	151	1017651
3457914590993575	3457915316638074	726	731	1017673	173	1017673
3453900889536868	3457915581326589	360	732	1017736	957177	1017736
3457914590993575	3457915681486838	726	733	1017758	258	1017758
3457914590993575	3457915686203686	726	734	1017759	259	1017759
3457914590993575	3457915731820342	726	735	1017771	271	1017771
3457915581326589	3457915749175414	732	736	1017774	38	1017774
3453646882841201	3457915774346306	0	737	1017782	1017782	1017782
3457914590993575	3457915966781998	726	738	1017827	327	1017827
3457914590993575	3457916017044114	726	739	1017840	340	1017840
3457916017044114	3457916058988833	739	740	1017850	10	1017850
3457914590993575	3457916084155746	726	741	1017855	355	1017855
3453646882841201	3457916255866787	0	742	1017897	1017897	1017897
3457914590993575	3457916360728597	726	743	1017922	422	1017922
3457915581326589	3457916479132458	732	744	1017951	215	1017951
3457914590993575	3457916545619629	726	745	1017966	466	1017966
3457915581326589	3457916567229862	732	746	1017968	232	1017968
3457914590993575	3457916616591107	726	747	1017982	482	1017982
3457914590993575	3457916880842534	726	748	1018046	546	1018046
3453646882841201	3457916893425880	0	749	1018049	1018049	1018049
3457916084155746	3457917321757994	741	750	1018151	296	1018151
3457917321757994	3457917384178371	750	751	1018166	15	1018166
3457914590993575	3457917422777245	726	752	1018173	673	1018173
3457914590993575	3457917498290171	726	753	1018193	693	1018193
3453646882841201	3457917602627473	0	754	1018218	1018218	1018218
3457916880842534	3457917607023872	748	755	1018219	173	1018219
3457914590993575	3457918014291737	726	756	1018316	816	1018316
3457918014291737	3457918068215545	756	757	1018328	12	1018328
3457917384178371	3457918105966119	751	758	1018337	171	1018337
3457914590993575	3457918123016717	726	759	1018342	842	1018342
3457916567229862	3457918190137282	746	760	1018357	389	1018357
3457914590993575	3457918207005350	726	761	1018361	861	1018361
3453646882841201	3457918328274273	0	762	1018391	1018391	1018391
3457917607023872	3457918416670135	755	763	1018412	193	1018412
3457915731820342	3457918567692859	735	764	1018448	677	1018448
3457918105966119	3457918886620036	758	765	1018522	185	1018522
3453646882841201	3457918903400505	0	766	1018528	1018528	1018528
3453900889536868	3457918919697302	360	767	1018533	957974	1018533
3457914590993575	3457918928571750	726	768	1018533	1033	1018533
3457918928571750	3457919007914567	768	769	1018551	18	1018551
3457917498290171	3457919179913269	753	770	1018594	401	1018594
3457914590993575	3457919301056517	726	771	1018623	1123	1018623
3457916479132458	3457919318720668	744	772	1018627	676	1018627
3457918123016717	3457919985486523	759	773	1018786	444	1018786
3457914590993575	3457920006462181	726	774	1018789	1289	1018789
3457920006462181	3457920002266937	774	775	1018790	1	1018790
3453646882841201	3457920216219881	0	776	1018841	1018841	1018841
3457914590993575	3457920425976765	726	777	1018891	1391	1018891
3457914590993575	3457920848819732	726	778	1018991	1491	1018991
3457914590993575	3457920907542548	726	779	1019006	1506	1019006
3457914590993575	3457921348499370	726	780	1019109	1609	1019109
3453646882841201	3457921436046759	0	781	1019129	1019129	1019129
3457914590993575	3457921729986971	726	782	1019200	1700	1019200
3457914590993575	3457922040051404	726	783	1019274	1774	1019274
3457918416670135	3457922137325432	763	784	1019299	887	1019299
3453646882841201	3457922430138171	0	785	1019369	1019369	1019369
3453646882841201	3457922564099787	0	786	1019401	1019401	1019401
3457918886620036	3457922707436796	765	787	1019434	912	1019434
3457914590993575	3457923293937353	726	788	1019575	2075	1019575
3453646882841201	3457923365799211	0	789	1019590	1019590	1019590
3457922707436796	3457923818247146	787	790	1019701	267	1019701
3457914590993575	3457923999442267	726	791	1019742	2242	1019742
3457923818247146	3457925118882455	790	792	1020008	307	1020008
3457914590993575	3457925303439378	726	793	1020055	2555	1020055
3457914590993575	3457925634802296	726	794	1020133	2633	1020133
3453646882841201	3457925895376483	0	795	1020196	1020196	1020196
3457914590993575	3457926071085438	726	796	1020237	2737	1020237
3457926071085438	3457926264057792	796	797	1020283	46	1020283
3457918190137282	3457927102607467	760	798	1020483	2126	1020483
3457925118882455	3457927366859476	792	799	1020546	538	1020546
3453646882841201	3457927790501694	0	800	1020645	1020645	1020645
3457914590993575	3457927886974138	726	801	1020671	3171	1020671
3453646882841201	3457928134356884	0	802	1020729	1020729	1020729
3457914590993575	3457928667551996	726	803	1020856	3356	1020856
3453646882841201	3457928809756146	0	804	1020890	1020890	1020890
3457928667551996	3457928906137743	803	805	1020913	57	1020913
3453646882841201	3457929216265526	0	806	1020988	1020988	1020988
3453900889536868	3457929217117199	360	807	1020990	960431	1020990
3457914590993575	3457930944383285	726	808	1021399	3899	1021399
3453646882841201	3457930982689148	0	809	1021408	1021408	1021408
3457929217117199	3457931569994892	807	810	1021548	558	1021548
3457914590993575	3457931632632852	726	811	1021561	4061	1021561
3457930944383285	3457931813306458	808	812	1021606	207	1021606
3453646882841201	3457933347812229	0	813	1021971	1021971	1021971
3457914590993575	3457933696353520	726	814	1022053	4553	1022053
3453646882841201	3457933758870678	0	815	1022070	1022070	1022070
3453646882841201	3457934271073347	0	816	1022192	1022192	1022192
3453646882841201	3457934992356380	0	817	1022363	1022363	1022363
3453646882841201	3457935575074671	0	818	1022503	1022503	1022503
3457920216219881	3457935919459372	776	819	1022585	3744	1022585
3457934992356380	3457935973548004	817	820	1022597	234	1022597
3453646882841201	3457936833149953	0	821	1022803	1022803	1022803
3457933696353520	3457937664336191	814	822	1022997	944	1022997
3453646882841201	3457937982433537	0	823	1023077	1023077	1023077
3453646882841201	3457938112944055	0	824	1023107	1023107	1023107
3453646882841201	3457938230273072	0	825	1023136	1023136	1023136
3453646882841201	3457938578046923	0	826	1023219	1023219	1023219
3453646882841201	3457938717202366	0	827	1023250	1023250	1023250
3453980107577593	3457939346471420	544	828	1023402	943957	1023402
3457929217117199	3457940042600695	807	829	1023568	2578	1023568
3453646882841201	3457940738784869	0	830	1023731	1023731	1023731
3453646882841201	3457941002556399	0	831	1023795	1023795	1023795
3457938112944055	3457941136671213	824	832	1023829	722	1023829
3457935919459372	3457941699414699	819	833	1023963	1378	1023963
3453646882841201	3457942361565771	0	834	1024119	1024119	1024119
3453646882841201	3457942915236978	0	835	1024253	1024253	1024253
3457927886974138	3457943028761564	801	836	1024280	3609	1024280
3457927366859476	3457943200460855	799	837	1024321	3775	1024321
3457939346471420	3457943310081118	828	838	1024347	945	1024347
3453646882841201	3457943909722120	0	839	1024490	1024490	1024490
3453873140118566	3457944106893801	207	840	1024537	970594	1024537
3453646882841201	3457944395886023	0	841	1024606	1024606	1024606
3453646882841201	3457945150892484	0	842	1024784	1024784	1024784
3453646882841201	3457945142828693	0	843	1024785	1024785	1024785
3453646882841201	3457945323219257	0	844	1024827	1024827	1024827
3453646882841201	3457945490736599	0	845	1024867	1024867	1024867
3453646882841201	3457945633257167	0	846	1024902	1024902	1024902
3453646882841201	3457946098465539	0	847	1025012	1025012	1025012
3453646882841201	3457946232688887	0	848	1025044	1025044	1025044
3453646882841201	3457946664720314	0	849	1025147	1025147	1025147
3457945142828693	3457946803137939	843	850	1025180	395	1025180
3453646882841201	3457946907999868	0	851	1025202	1025202	1025202
3453646882841201	3457948162150724	0	852	1025505	1025505	1025505
3453646882841201	3457949684864711	0	853	1025867	1025867	1025867
3457914590993575	3457950465423208	726	854	1026053	8553	1026053
3457930944383285	3457951014128155	808	855	1026185	4786	1026185
3457951014128155	3457951237331382	855	856	1026237	52	1026237
3457950465423208	3457951253722343	854	857	1026238	185	1026238
3457937982433537	3457951279282315	823	858	1026245	3168	1026245
3457914590993575	3457951572942998	726	859	1026318	8818	1026318
3457951572942998	3457952507361683	859	860	1026540	222	1026540
3453646882841201	3457952617275709	0	861	1026566	1026566	1026566
3457950465423208	3457953447654715	854	862	1026762	709	1026762
3453646882841201	3457953938052910	0	863	1026879	1026879	1026879
3457951253722343	3457954030345015	857	864	1026903	665	1026903
3453646882841201	3457955691335696	0	865	1027299	1027299	1027299
3457914590993575	3457956106350394	726	866	1027397	9897	1027397
3457927886974138	3457956396323521	801	867	1027466	6795	1027466
3457951253722343	3457957415484088	857	868	1027710	1472	1027710
3453646882841201	3457957687275824	0	869	1027775	1027775	1027775
3457957415484088	3457959340036107	868	870	1028169	459	1028169
3453646882841201	3457960564829127	0	871	1028462	1028462	1028462
3453646882841201	3457961374228190	0	872	1028654	1028654	1028654
3457918928571750	3457961437283352	768	873	1028668	10135	1028668
3453646882841201	3457961961454161	0	874	1028795	1028795	1028795
3453646882841201	3457962297269061	0	875	1028874	1028874	1028874
3457943310081118	3457962448608437	838	876	1028909	4562	1028909
3457962297269061	3457963748503312	875	877	1029219	345	1029219
3453646882841201	3457964352042518	0	878	1029364	1029364	1029364
3457963748503312	3457965367541922	877	879	1029605	386	1029605
3457962448608437	3457965577666175	876	880	1029656	747	1029656
3453646882841201	3457966159862747	0	881	1029796	1029796	1029796
3457920216219881	3457966172997874	776	882	1029796	10955	1029796
3453646882841201	3457966755624667	0	883	1029936	1029936	1029936
3453646882841201	3457967149905533	0	884	1030029	1030029	1030029
3457954030345015	3457967657935016	864	885	1030152	3249	1030152
3453646882841201	3457968283014484	0	886	1030299	1030299	1030299
3457953938052910	3457969432223423	863	887	1030574	3695	1030574
3453646882841201	3457972258531921	0	888	1031249	1031249	1031249
3453646882841201	3457972523264604	0	889	1031312	1031312	1031312
3457914590993575	3457974729399913	726	890	1031837	14337	1031837
3457914590993575	3457974943088728	726	891	1031889	14389	1031889
3457914590993575	3457978101199426	726	892	1032642	15142	1032642
3453646882841201	3457978101478949	0	893	1032642	1032642	1032642
3457974729399913	3457981477767351	890	894	1033447	1610	1033447
3453646882841201	3457981511570425	0	895	1033455	1033455	1033455
3457914590993575	3457985030667329	726	896	1034293	16793	1034293
3457981477767351	3457985106180993	894	897	1034308	861	1034308
3457965577666175	3457985781422583	880	898	1034472	4816	1034472
3457985106180993	3457987630408249	897	899	1034912	604	1034912
3457969432223423	3457988533145661	887	900	1035127	4553	1035127
3457988533145661	3457990910687055	900	901	1035696	569	1035696
3457985781422583	3457992915797907	898	902	1036174	1702	1036174
3457940042600695	3457993155245173	829	903	1036227	12659	1036227
3457992915797907	3457993359833008	902	904	1036278	104	1036278
3457946803137939	3457993507383325	850	905	1036315	11135	1036315
3453646882841201	3457993544576727	0	906	1036325	1036325	1036325
3453646882841201	3457993896728020	0	907	1036409	1036409	1036409
3453646882841201	3457994173564964	0	908	1036473	1036473	1036473
3457993155245173	3457994279309549	903	909	1036500	273	1036500
3453646882841201	3457994442200302	0	910	1036535	1036535	1036535
3453646882841201	3457994748212565	0	911	1036611	1036611	1036611
3453646882841201	3457995054599430	0	912	1036685	1036685	1036685
3457987630408249	3457995411764480	899	913	1036769	1857	1036769
3457993359833008	3457995554403620	904	914	1036803	525	1036803
3457995411764480	3457996099406196	913	915	1036931	162	1036931
3457996099406196	3457997500485612	915	916	1037264	333	1037264
3453646882841201	3457997658931296	0	917	1037306	1037306	1037306
3457996099406196	3457998205034642	915	918	1037434	503	1037434
3457998205034642	3457998657691573	918	919	1037543	109	1037543
3457998657691573	3458000574834776	919	920	1037999	456	1037999
3457997500485612	3458001015343169	916	921	1038103	839	1038103
3458000574834776	3458001673091131	920	922	1038262	263	1038262
3458000574834776	3458002080443369	920	923	1038359	360	1038359
3453646882841201	3458002616594039	0	924	1038487	1038487	1038487
3453646882841201	3458002805958085	0	925	1038530	1038530	1038530
3458002080443369	3458003753819044	923	926	1038757	398	1038757
3458002805958085	3458004412772167	925	927	1038914	384	1038914
3457993359833008	3458005334844710	904	928	1039135	2857	1039135
3457922137325432	3458005918050557	784	929	1039271	19972	1039271
3458005334844710	3458007193150667	928	930	1039578	443	1039578
3457974729399913	3458007923248620	890	931	1039751	7914	1039751
3458005334844710	3458008124242609	928	932	1039800	665	1039800
3457943200460855	3458009575971199	837	933	1040146	15825	1040146
3457974729399913	3458010167259250	890	934	1040288	8451	1040288
3458002080443369	3458010527619329	923	935	1040372	2013	1040372
3453646882841201	3458010544400675	0	936	1040377	1040377	1040377
3457914590993575	3458012494693341	726	937	1040841	23341	1040841
3457969432223423	3458015291959415	887	938	1041507	10933	1041507
3457914590993575	3458015350682951	726	939	1041519	24019	1041519
3453646882841201	3458015485746154	0	940	1041555	1041555	1041555
3458015485746154	3458019482700364	940	941	1042505	950	1042505
3457920216219881	3458019817621730	776	942	1042588	23747	1042588
3458001673091131	3458021553907836	922	943	1043003	4741	1043003
3457914590993575	3458021869408938	726	944	1043076	25576	1043076
3458019817621730	3458022079185557	942	945	1043124	536	1043124
3457995411764480	3458024503412937	913	946	1043705	6936	1043705
3458024503412937	3458028466294540	946	947	1044650	945	1044650
3458022079185557	3458029670813939	945	948	1044937	1813	1044937
3457914590993575	3458032128668681	726	949	1045520	28020	1045520
3458028466294540	3458032853960105	947	950	1045696	1046	1045696
3457918207005350	3458041322542807	761	951	1047712	29351	1047712
3453646882841201	3458046863031289	0	952	1049035	1049035	1049035
3457981477767351	3458051824304734	894	953	1050219	16772	1050219
3453646882841201	3458055264059091	0	954	1051039	1051039	1051039
3457914590993575	3458055582653385	726	955	1051116	33616	1051116
3453646882841201	3458062025643017	0	956	1052651	1052651	1052651
3453646882841201	3458073827536909	0	957	1055465	1055465	1055465
3453646882841201	3458191478277361	0	958	1083514	1083514	1083514
3453646882841201	3458193227275521	0	959	1083932	1083932	1083932
3453646882841201	3458263108589671	0	960	1100593	1100593	1100593
3453646882841201	3458271404803193	0	961	1102570	1102570	1102570
3458073827536909	3458280623511477	957	962	1104768	49303	1104768
3453856707214105	3458300072996078	54	963	1109406	1059381	1109406
3457914590993575	3458301566203078	726	964	1109763	92263	1109763
3458051824304734	3458328002679738	953	965	1116065	65846	1116065
3453646882841201	3458383833385345	0	966	1129375	1129375	1129375
3458005918050557	3458392019974036	929	967	1131327	92056	1131327
3458015291959415	3458543707745659	938	968	1167493	125986	1167493
3457990910687055	3458544861271319	901	969	1167767	132071	1167767
3458543707745659	3458545447626726	968	970	1167908	415	1167908
3458544861271319	3458545808346764	969	971	1167995	228	1167995
3458544861271319	3458547457044997	969	972	1168386	619	1168386
3458041322542807	3458601987362306	951	973	1181387	133675	1181387
3453646882841201	3458616956314392	0	974	1184958	1184958	1184958
3453646882841201	3458652683695566	0	975	1193473	1193473	1193473
3453646882841201	3458661483267382	0	976	1195571	1195571	1195571
3457914590993575	3458759764865785	726	977	1219002	201502	1219002
3458545447626726	3458883391411693	970	978	1248479	80571	1248479
3458055582653385	3458954707746119	955	979	1265482	214366	1265482
3453646882841201	3459002933811804	0	980	1276980	1276980	1276980
3453646882841201	3459243128401846	0	981	1334248	1334248	1334248
3457914590993575	3459834760151804	726	982	1475304	457804	1475304
3458616956314392	3460449674752933	974	983	1621910	436952	1621910
3453646882841201	3460470135048611	0	984	1626788	1626788	1626788
3457914590993575	3461144255642326	726	985	1787512	770012	1787512
3453868829019754	3461321012074514	179	986	1829651	1776736	1829651
3461321012074514	3461326557137759	986	987	1830973	1322	1830973
3458055264059091	3465687122989153	954	988	2870616	1819577	2870616
3454930716738975	3467582667406660	691	989	3322548	3016458	3322548
3458616956314392	3467904227905610	974	990	3399214	2214256	3399214
3458616956314392	3467904249085036	974	991	3399219	2214261	3399219
3453646882841201	3468998819509064	0	992	3660186	3660186	3660186
3453646882841201	3469041031317143	0	993	3670250	3670250	3670250
3455086271863673	3478610402427502	696	994	5951766	5608592	5951766
3454301240487968	3542743714000954	651	995	21242339	21086329	21242339
3542743714000954	3559592451261060	995	996	25259390	4017051	25259390
3453646882841201	3562663949275915	0	997	25991692	25991692	25991692
3453646882841201	3620559097592361	0	998	39794972	39794972	39794972
3453646882841201	3626130374519296	0	999	41123268	41123268	41123268
